"70BCSV 	",
1527.62,-32.487
1527.64,-32.449
1527.66,-32.414
1527.68,-32.378
1527.7,-32.347
1527.72,-32.307
1527.74,-32.268
1527.76,-32.232
1527.78,-32.197
1527.8,-32.154
1527.82,-32.119
1527.84,-32.089
1527.86,-32.053
1527.88,-32.018
1527.9,-31.983
1527.92,-31.948
1527.94,-31.906
1527.96,-31.864
1527.98,-31.832
1528,-31.797
1528.02,-31.758
1528.04,-31.723
1528.06,-31.686
1528.08,-31.649
1528.1,-31.61
1528.12,-31.571
1528.14,-31.532
1528.16,-31.495
1528.18,-31.457
1528.2,-31.42
1528.22,-31.379
1528.24,-31.35
1528.26,-31.308
1528.28,-31.273
1528.3,-31.243
1528.32,-31.206
1528.34,-31.173
1528.36,-31.144
1528.38,-31.111
1528.4,-31.083
1528.42,-31.051
1528.44,-31.018
1528.46,-30.986
1528.48,-30.953
1528.5,-30.919
1528.52,-30.883
1528.54,-30.849
1528.56,-30.818
1528.58,-30.783
1528.6,-30.749
1528.62,-30.715
1528.64,-30.68
1528.66,-30.639
1528.68,-30.6
1528.7,-30.562
1528.72,-30.524
1528.74,-30.48
1528.76,-30.436
1528.78,-30.396
1528.8,-30.349
1528.82,-30.308
1528.84,-30.273
1528.86,-30.228
1528.88,-30.186
1528.9,-30.144
1528.92,-30.104
1528.94,-30.069
1528.96,-30.03
1528.98,-29.987
1529,-29.948
1529.02,-29.908
1529.04,-29.865
1529.06,-29.824
1529.08,-29.78
1529.1,-29.74
1529.12,-29.698
1529.14,-29.659
1529.16,-29.616
1529.18,-29.581
1529.2,-29.547
1529.22,-29.511
1529.24,-29.476
1529.26,-29.44
1529.28,-29.403
1529.3,-29.365
1529.32,-29.326
1529.34,-29.286
1529.36,-29.249
1529.38,-29.212
1529.4,-29.176
1529.42,-29.131
1529.44,-29.09
1529.46,-29.048
1529.48,-29.01
1529.5,-28.97
1529.52,-28.929
1529.54,-28.886
1529.56,-28.85
1529.58,-28.811
1529.6,-28.77
1529.62,-28.733
1529.64,-28.701
1529.66,-28.657
1529.68,-28.622
1529.7,-28.596
1529.72,-28.555
1529.74,-28.519
1529.76,-28.485
1529.78,-28.444
1529.8,-28.406
1529.82,-28.374
1529.84,-28.343
1529.86,-28.311
1529.88,-28.273
1529.9,-28.234
1529.92,-28.194
1529.94,-28.159
1529.96,-28.121
1529.98,-28.102
1530,-28.059
1530.02,-28.049
1530.04,-28.052
1530.06,-28.04
1530.08,-27.969
1530.1,-27.91
1530.12,-27.853
1530.14,-27.814
1530.16,-27.784
1530.18,-27.806
1530.2,-27.79
1530.22,-27.726
1530.24,-27.661
1530.26,-27.629
1530.28,-27.591
1530.3,-27.543
1530.32,-27.553
1530.34,-27.628
1530.36,-27.609
1530.38,-27.586
1530.4,-27.508
1530.42,-27.415
1530.44,-27.4
1530.46,-27.381
1530.48,-27.401
1530.5,-27.413
1530.52,-27.415
1530.54,-27.394
1530.56,-27.321
1530.58,-27.29
1530.6,-27.181
1530.62,-27.141
1530.64,-27.065
1530.66,-26.984
1530.68,-26.98
1530.7,-26.965
1530.72,-26.987
1530.74,-26.966
1530.76,-26.975
1530.78,-26.95
1530.8,-26.892
1530.82,-26.863
1530.84,-26.797
1530.86,-26.786
1530.88,-26.751
1530.9,-26.743
1530.92,-26.761
1530.94,-26.672
1530.96,-26.615
1530.98,-26.448
1531,-26.407
1531.02,-26.327
1531.04,-26.365
1531.06,-26.447
1531.08,-26.346
1531.1,-26.301
1531.12,-26.358
1531.14,-26.261
1531.16,-26.168
1531.18,-26.172
1531.2,-26.142
1531.22,-26.113
1531.24,-26.005
1531.26,-25.983
1531.28,-26.002
1531.3,-25.93
1531.32,-25.993
1531.34,-25.948
1531.36,-25.914
1531.38,-25.889
1531.4,-25.758
1531.42,-25.799
1531.44,-25.774
1531.46,-25.749
1531.48,-25.693
1531.5,-25.618
1531.52,-25.618
1531.54,-25.539
1531.56,-25.595
1531.58,-25.57
1531.6,-25.553
1531.62,-25.379
1531.64,-25.144
1531.66,-24.879
1531.68,-25.138
1531.7,-24.779
1531.72,-23.855
1531.74,-24.493
1531.76,-24.764
1531.78,-23.648
1531.8,-22.961
1531.82,-22.893
1531.84,-23.951
1531.86,-23.751
1531.88,-24.878
1531.9,-25.036
1531.92,-25.175
1531.94,-25.348
1531.96,-25.208
1531.98,-25.16
1532,-24.9
1532.02,-25.051
1532.04,-25.179
1532.06,-25.367
1532.08,-25.477
1532.1,-25.461
1532.12,-25.453
1532.14,-25.531
1532.16,-25.53
1532.18,-25.605
1532.2,-25.626
1532.22,-25.632
1532.24,-25.686
1532.26,-25.724
1532.28,-25.771
1532.3,-25.576
1532.32,-25.833
1532.34,-25.888
1532.36,-25.923
1532.38,-26
1532.4,-26.042
1532.42,-26.05
1532.44,-26.094
1532.46,-26.116
1532.48,-26.19
1532.5,-26.172
1532.52,-26.251
1532.54,-26.192
1532.56,-26.293
1532.58,-26.386
1532.6,-26.363
1532.62,-26.371
1532.64,-26.441
1532.66,-26.444
1532.68,-26.456
1532.7,-26.526
1532.72,-26.561
1532.74,-26.527
1532.76,-26.592
1532.78,-26.647
1532.8,-26.563
1532.82,-26.658
1532.84,-26.626
1532.86,-26.675
1532.88,-26.786
1532.9,-26.868
1532.92,-26.959
1532.94,-26.985
1532.96,-27.054
1532.98,-27.081
1533,-27.151
1533.02,-27.19
1533.04,-27.272
1533.06,-27.305
1533.08,-27.27
1533.1,-27.26
1533.12,-27.352
1533.14,-27.445
1533.16,-27.516
1533.18,-27.537
1533.2,-27.556
1533.22,-27.603
1533.24,-27.61
1533.26,-27.632
1533.28,-27.656
1533.3,-27.66
1533.32,-27.732
1533.34,-27.768
1533.36,-27.804
1533.38,-27.83
1533.4,-27.837
1533.42,-27.859
1533.44,-27.921
1533.46,-27.943
1533.48,-28.016
1533.5,-28.049
1533.52,-28.1
1533.54,-28.077
1533.56,-28.133
1533.58,-28.171
1533.6,-28.259
1533.62,-28.354
1533.64,-28.412
1533.66,-28.434
1533.68,-28.451
1533.7,-28.476
1533.72,-28.53
1533.74,-28.656
1533.76,-28.697
1533.78,-28.794
1533.8,-28.848
1533.82,-28.87
1533.84,-28.924
1533.86,-28.987
1533.88,-29.026
1533.9,-29.07
1533.92,-29.144
1533.94,-29.202
1533.96,-29.243
1533.98,-29.301
1534,-29.412
1534.02,-29.445
1534.04,-29.479
1534.06,-29.509
1534.08,-29.564
1534.1,-29.642
1534.12,-29.693
1534.14,-29.746
1534.16,-29.811
1534.18,-29.857
1534.2,-29.913
1534.22,-29.969
1534.24,-30.028
1534.26,-30.083
1534.28,-30.139
1534.3,-30.198
1534.32,-30.25
1534.34,-30.305
1534.36,-30.361
1534.38,-30.414
1534.4,-30.463
1534.42,-30.517
1534.44,-30.568
1534.46,-30.617
1534.48,-30.66
1534.5,-30.706
1534.52,-30.754
1534.54,-30.802
1534.56,-30.854
1534.58,-30.908
1534.6,-30.959
1534.62,-31.015
1534.64,-31.066
1534.66,-31.119
1534.68,-31.175
1534.7,-31.234
1534.72,-31.287
1534.74,-31.344
1534.76,-31.402
1534.78,-31.458
1534.8,-31.508
1534.82,-31.564
1534.84,-31.62
1534.86,-31.674
1534.88,-31.728
1534.9,-31.782
1534.92,-31.838
1534.94,-31.889
1534.96,-31.94
1534.98,-31.99
1535,-32.04
1535.02,-32.092
1535.04,-32.143
1535.06,-32.194
1535.08,-32.248
1535.1,-32.298
1535.12,-32.347
1535.14,-32.396
1535.16,-32.445
1535.18,-32.495
1535.2,-32.545
1535.22,-32.598
1535.24,-32.648
1535.26,-32.695
1535.28,-32.746
1535.3,-32.79
1535.32,-32.835
1535.34,-32.881
1535.36,-32.932
1535.38,-32.98
1535.4,-33.027
1535.42,-33.072
1535.44,-33.119
1535.46,-33.163
1535.48,-33.209
1535.5,-33.258
1535.52,-33.304
1535.54,-33.351
1535.56,-33.396
1535.58,-33.44
1535.6,-33.482
1535.62,-33.528
1535.64,-33.568
1535.66,-33.607
1535.68,-33.651
1535.7,-33.692
1535.72,-33.735
1535.74,-33.776
1535.76,-33.817
1535.78,-33.857
1535.8,-33.899
1535.82,-33.939
1535.84,-33.984
1535.86,-34.028
1535.88,-34.072
1535.9,-34.115
1535.92,-34.155
1535.94,-34.196
1535.96,-34.237
1535.98,-34.279
1536,-34.322
1536.02,-34.365
1536.04,-34.405
1536.06,-34.446
1536.08,-34.487
1536.1,-34.526
1536.12,-34.568
1536.14,-34.61
1536.16,-34.65
1536.18,-34.689
1536.2,-34.729
1536.22,-34.764
1536.24,-34.8
1536.26,-34.837
1536.28,-34.873
1536.3,-34.908
1536.32,-34.945
1536.34,-34.982
1536.36,-35.02
1536.38,-35.056
1536.4,-35.089
1536.42,-35.125
1536.44,-35.159
1536.46,-35.197
1536.48,-35.229
1536.5,-35.263
1536.52,-35.297
1536.54,-35.332
1536.56,-35.365
1536.58,-35.399
1536.6,-35.431
1536.62,-35.463
1536.64,-35.499
1536.66,-35.531
1536.68,-35.564
1536.7,-35.597
1536.72,-35.626
1536.74,-35.658
1536.76,-35.689
1536.78,-35.719
1536.8,-35.75
1536.82,-35.781
1536.84,-35.813
1536.86,-35.843
1536.88,-35.876
1536.9,-35.906
1536.92,-35.937
1536.94,-35.965
1536.96,-35.996
1536.98,-36.025
1537,-36.055
1537.02,-36.083
1537.04,-36.114
1537.06,-36.141
1537.08,-36.168
1537.1,-36.196
1537.12,-36.227
1537.14,-36.251
1537.16,-36.279
1537.18,-36.307
1537.2,-36.335
1537.22,-36.362
1537.24,-36.387
1537.26,-36.413
1537.28,-36.44
1537.3,-36.467
1537.32,-36.493
1537.34,-36.518
1537.36,-36.544
1537.38,-36.569
1537.4,-36.592
1537.42,-36.613
1537.44,-36.639
1537.46,-36.661
1537.48,-36.684
1537.5,-36.707
1537.52,-36.729
1537.54,-36.752
1537.56,-36.772
1537.58,-36.793
1537.6,-36.816
1537.62,-36.84
1537.64,-36.859
1537.66,-36.881
1537.68,-36.902
1537.7,-36.921
1537.72,-36.941
1537.74,-36.962
1537.76,-36.981
1537.78,-37.001
1537.8,-37.021
1537.82,-37.041
1537.84,-37.058
1537.86,-37.075
1537.88,-37.093
1537.9,-37.11
1537.92,-37.128
1537.94,-37.144
1537.96,-37.163
1537.98,-37.179
1538,-37.194
1538.02,-37.211
1538.04,-37.226
1538.06,-37.237
1538.08,-37.253
1538.1,-37.268
1538.12,-37.284
1538.14,-37.298
1538.16,-37.312
1538.18,-37.327
1538.2,-37.341
1538.22,-37.354
1538.24,-37.367
1538.26,-37.381
1538.28,-37.395
1538.3,-37.408
1538.32,-37.421
1538.34,-37.432
1538.36,-37.447
1538.38,-37.462
1538.4,-37.472
1538.42,-37.488
1538.44,-37.501
1538.46,-37.513
1538.48,-37.525
1538.5,-37.537
1538.52,-37.55
1538.54,-37.562
1538.56,-37.573
1538.58,-37.586
1538.6,-37.598
1538.62,-37.609
1538.64,-37.619
1538.66,-37.631
1538.68,-37.642
1538.7,-37.653
1538.72,-37.665
1538.74,-37.674
1538.76,-37.682
1538.78,-37.692
1538.8,-37.701
1538.82,-37.709
1538.84,-37.717
1538.86,-37.727
1538.88,-37.739
1538.9,-37.745
1538.92,-37.754
1538.94,-37.764
1538.96,-37.773
1538.98,-37.776
1539,-37.782
1539.02,-37.788
1539.04,-37.796
1539.06,-37.804
1539.08,-37.811
1539.1,-37.819
1539.12,-37.825
1539.14,-37.832
1539.16,-37.84
1539.18,-37.846
1539.2,-37.854
1539.22,-37.862
1539.24,-37.867
1539.26,-37.872
1539.28,-37.879
1539.3,-37.883
1539.32,-37.888
1539.34,-37.895
1539.36,-37.9
1539.38,-37.906
1539.4,-37.911
1539.42,-37.915
1539.44,-37.919
1539.46,-37.924
1539.48,-37.93
1539.5,-37.933
1539.52,-37.938
1539.54,-37.942
1539.56,-37.946
1539.58,-37.95
1539.6,-37.954
1539.62,-37.958
1539.64,-37.962
1539.66,-37.968
1539.68,-37.971
1539.7,-37.974
1539.72,-37.976
1539.74,-37.978
1539.76,-37.981
1539.78,-37.984
1539.8,-37.984
1539.82,-37.987
1539.84,-37.988
1539.86,-37.99
1539.88,-37.991
1539.9,-37.992
1539.92,-37.994
1539.94,-37.996
1539.96,-37.995
1539.98,-37.994
1540,-37.996
1540.02,-37.996
1540.04,-37.996
1540.06,-37.995
1540.08,-37.995
1540.1,-37.994
1540.12,-37.993
1540.14,-37.994
1540.16,-37.993
1540.18,-37.993
1540.2,-37.993
1540.22,-37.992
1540.24,-37.991
1540.26,-37.992
1540.28,-37.991
1540.3,-37.991
1540.32,-37.991
1540.34,-37.991
1540.36,-37.99
1540.38,-37.989
1540.4,-37.987
1540.42,-37.985
1540.44,-37.985
1540.46,-37.984
1540.48,-37.982
1540.5,-37.982
1540.52,-37.98
1540.54,-37.979
1540.56,-37.976
1540.58,-37.976
1540.6,-37.973
1540.62,-37.972
1540.64,-37.971
1540.66,-37.968
1540.68,-37.967
1540.7,-37.966
1540.72,-37.965
1540.74,-37.962
1540.76,-37.959
1540.78,-37.957
1540.8,-37.954
1540.82,-37.951
1540.84,-37.949
1540.86,-37.947
1540.88,-37.945
1540.9,-37.943
1540.92,-37.94
1540.94,-37.939
1540.96,-37.938
1540.98,-37.936
1541,-37.933
1541.02,-37.932
1541.04,-37.929
1541.06,-37.926
1541.08,-37.921
1541.1,-37.92
1541.12,-37.915
1541.14,-37.911
1541.16,-37.907
1541.18,-37.904
1541.2,-37.9
1541.22,-37.898
1541.24,-37.893
1541.26,-37.888
1541.28,-37.885
1541.3,-37.88
1541.32,-37.878
1541.34,-37.872
1541.36,-37.87
1541.38,-37.867
1541.4,-37.862
1541.42,-37.86
1541.44,-37.856
1541.46,-37.852
1541.48,-37.848
1541.5,-37.845
1541.52,-37.841
1541.54,-37.837
1541.56,-37.835
1541.58,-37.83
1541.6,-37.826
1541.62,-37.823
1541.64,-37.819
1541.66,-37.815
1541.68,-37.809
1541.7,-37.803
1541.72,-37.798
1541.74,-37.793
1541.76,-37.789
1541.78,-37.784
1541.8,-37.778
1541.82,-37.773
1541.84,-37.769
1541.86,-37.764
1541.88,-37.76
1541.9,-37.757
1541.92,-37.751
1541.94,-37.748
1541.96,-37.744
1541.98,-37.738
1542,-37.736
1542.02,-37.73
1542.04,-37.724
1542.06,-37.718
1542.08,-37.715
1542.1,-37.711
1542.12,-37.706
1542.14,-37.703
1542.16,-37.699
1542.18,-37.697
1542.2,-37.692
1542.22,-37.689
1542.24,-37.683
1542.26,-37.678
1542.28,-37.674
1542.3,-37.67
1542.32,-37.665
1542.34,-37.66
1542.36,-37.657
1542.38,-37.654
1542.4,-37.651
1542.42,-37.646
1542.44,-37.641
1542.46,-37.636
1542.48,-37.633
1542.5,-37.629
1542.52,-37.627
1542.54,-37.622
1542.56,-37.62
1542.58,-37.616
1542.6,-37.61
1542.62,-37.602
1542.64,-37.598
1542.66,-37.597
1542.68,-37.594
1542.7,-37.588
1542.72,-37.585
1542.74,-37.581
1542.76,-37.579
1542.78,-37.573
1542.8,-37.569
1542.82,-37.563
1542.84,-37.559
1542.86,-37.556
1542.88,-37.55
1542.9,-37.546
1542.92,-37.542
1542.94,-37.538
1542.96,-37.535
1542.98,-37.532
1543,-37.528
1543.02,-37.524
1543.04,-37.521
1543.06,-37.517
1543.08,-37.513
1543.1,-37.511
1543.12,-37.507
1543.14,-37.503
1543.16,-37.499
1543.18,-37.495
1543.2,-37.492
1543.22,-37.489
1543.24,-37.486
1543.26,-37.485
1543.28,-37.481
1543.3,-37.479
1543.32,-37.476
1543.34,-37.473
1543.36,-37.468
1543.38,-37.465
1543.4,-37.462
1543.42,-37.462
1543.44,-37.459
1543.46,-37.454
1543.48,-37.452
1543.5,-37.448
1543.52,-37.444
1543.54,-37.439
1543.56,-37.435
1543.58,-37.434
1543.6,-37.428
1543.62,-37.423
1543.64,-37.418
1543.66,-37.414
1543.68,-37.412
1543.7,-37.407
1543.72,-37.404
1543.74,-37.4
1543.76,-37.397
1543.78,-37.392
1543.8,-37.386
1543.82,-37.383
1543.84,-37.379
1543.86,-37.374
1543.88,-37.369
1543.9,-37.365
1543.92,-37.363
1543.94,-37.361
1543.96,-37.357
1543.98,-37.354
1544,-37.351
1544.02,-37.35
1544.04,-37.347
1544.06,-37.344
1544.08,-37.343
1544.1,-37.341
1544.12,-37.337
1544.14,-37.335
1544.16,-37.333
1544.18,-37.333
1544.2,-37.331
1544.22,-37.331
1544.24,-37.329
1544.26,-37.329
1544.28,-37.327
1544.3,-37.325
1544.32,-37.324
1544.34,-37.323
1544.36,-37.323
1544.38,-37.322
1544.4,-37.322
1544.42,-37.319
1544.44,-37.317
1544.46,-37.316
1544.48,-37.316
1544.5,-37.315
1544.52,-37.314
1544.54,-37.312
1544.56,-37.309
1544.58,-37.308
1544.6,-37.306
1544.62,-37.303
1544.64,-37.301
1544.66,-37.298
1544.68,-37.296
1544.7,-37.292
1544.72,-37.29
1544.74,-37.288
1544.76,-37.285
1544.78,-37.282
1544.8,-37.281
1544.82,-37.276
1544.84,-37.275
1544.86,-37.273
1544.88,-37.27
1544.9,-37.267
1544.92,-37.265
1544.94,-37.262
1544.96,-37.26
1544.98,-37.258
1545,-37.254
1545.02,-37.251
1545.04,-37.249
1545.06,-37.245
1545.08,-37.243
1545.1,-37.242
1545.12,-37.241
1545.14,-37.24
1545.16,-37.238
1545.18,-37.235
1545.2,-37.234
1545.22,-37.234
1545.24,-37.232
1545.26,-37.229
1545.28,-37.227
1545.3,-37.226
1545.32,-37.225
1545.34,-37.225
1545.36,-37.225
1545.38,-37.227
1545.4,-37.227
1545.42,-37.225
1545.44,-37.226
1545.46,-37.227
1545.48,-37.227
1545.5,-37.229
1545.52,-37.229
1545.54,-37.229
1545.56,-37.229
1545.58,-37.231
1545.6,-37.231
1545.62,-37.23
1545.64,-37.231
1545.66,-37.233
1545.68,-37.236
1545.7,-37.235
1545.72,-37.239
1545.74,-37.241
1545.76,-37.242
1545.78,-37.245
1545.8,-37.246
1545.82,-37.248
1545.84,-37.249
1545.86,-37.252
1545.88,-37.254
1545.9,-37.256
1545.92,-37.258
1545.94,-37.261
1545.96,-37.263
1545.98,-37.265
1546,-37.268
1546.02,-37.27
1546.04,-37.272
1546.06,-37.273
1546.08,-37.276
1546.1,-37.279
1546.12,-37.281
1546.14,-37.285
1546.16,-37.289
1546.18,-37.291
1546.2,-37.293
1546.22,-37.294
1546.24,-37.294
1546.26,-37.296
1546.28,-37.297
1546.3,-37.298
1546.32,-37.298
1546.34,-37.3
1546.36,-37.3
1546.38,-37.301
1546.4,-37.302
1546.42,-37.303
1546.44,-37.304
1546.46,-37.307
1546.48,-37.31
1546.5,-37.31
1546.52,-37.312
1546.54,-37.317
1546.56,-37.318
1546.58,-37.323
1546.6,-37.324
1546.62,-37.328
1546.64,-37.332
1546.66,-37.335
1546.68,-37.339
1546.7,-37.34
1546.72,-37.345
1546.74,-37.349
1546.76,-37.352
1546.78,-37.352
1546.8,-37.356
1546.82,-37.359
1546.84,-37.362
1546.86,-37.366
1546.88,-37.369
1546.9,-37.376
1546.92,-37.38
1546.94,-37.383
1546.96,-37.386
1546.98,-37.388
1547,-37.393
1547.02,-37.395
1547.04,-37.398
1547.06,-37.403
1547.08,-37.407
1547.1,-37.408
1547.12,-37.41
1547.14,-37.409
1547.16,-37.412
1547.18,-37.415
1547.2,-37.419
1547.22,-37.42
1547.24,-37.422
1547.26,-37.426
1547.28,-37.429
1547.3,-37.431
1547.32,-37.434
1547.34,-37.437
1547.36,-37.438
1547.38,-37.44
1547.4,-37.441
1547.42,-37.443
1547.44,-37.444
1547.46,-37.445
1547.48,-37.448
1547.5,-37.449
1547.52,-37.451
1547.54,-37.455
1547.56,-37.456
1547.58,-37.459
1547.6,-37.461
1547.62,-37.463
1547.64,-37.465
1547.66,-37.468
1547.68,-37.469
1547.7,-37.472
1547.72,-37.473
1547.74,-37.477
1547.76,-37.48
1547.78,-37.484
1547.8,-37.485
1547.82,-37.488
1547.84,-37.491
1547.86,-37.493
1547.88,-37.495
1547.9,-37.497
1547.92,-37.499
1547.94,-37.503
1547.96,-37.503
1547.98,-37.505
1548,-37.506
1548.02,-37.508
1548.04,-37.509
1548.06,-37.512
1548.08,-37.515
1548.1,-37.516
1548.12,-37.517
1548.14,-37.518
1548.16,-37.521
1548.18,-37.522
1548.2,-37.525
1548.22,-37.526
1548.24,-37.531
1548.26,-37.535
1548.28,-37.534
1548.3,-37.538
1548.32,-37.537
1548.34,-37.539
1548.36,-37.54
1548.38,-37.54
1548.4,-37.542
1548.42,-37.542
1548.44,-37.543
1548.46,-37.543
1548.48,-37.546
1548.5,-37.546
1548.52,-37.548
1548.54,-37.551
1548.56,-37.553
1548.58,-37.556
1548.6,-37.559
1548.62,-37.562
1548.64,-37.564
1548.66,-37.565
1548.68,-37.569
1548.7,-37.573
1548.72,-37.576
1548.74,-37.578
1548.76,-37.581
1548.78,-37.585
1548.8,-37.591
1548.82,-37.596
1548.84,-37.6
1548.86,-37.604
1548.88,-37.608
1548.9,-37.613
1548.92,-37.618
1548.94,-37.622
1548.96,-37.627
1548.98,-37.63
1549,-37.635
1549.02,-37.64
1549.04,-37.643
1549.06,-37.647
1549.08,-37.651
1549.1,-37.654
1549.12,-37.658
1549.14,-37.662
1549.16,-37.665
1549.18,-37.667
1549.2,-37.672
1549.22,-37.673
1549.24,-37.677
1549.26,-37.679
1549.28,-37.68
1549.3,-37.684
1549.32,-37.686
1549.34,-37.69
1549.36,-37.692
1549.38,-37.695
1549.4,-37.698
1549.42,-37.698
1549.44,-37.701
1549.46,-37.705
1549.48,-37.705
1549.5,-37.707
1549.52,-37.712
1549.54,-37.713
1549.56,-37.714
1549.58,-37.72
1549.6,-37.721
1549.62,-37.722
1549.64,-37.723
1549.66,-37.725
1549.68,-37.728
1549.7,-37.73
1549.72,-37.733
1549.74,-37.735
1549.76,-37.736
1549.78,-37.738
1549.8,-37.74
1549.82,-37.744
1549.84,-37.742
1549.86,-37.744
1549.88,-37.746
1549.9,-37.748
1549.92,-37.75
1549.94,-37.75
1549.96,-37.754
1549.98,-37.755
1550,-37.757
1550.02,-37.76
1550.04,-37.762
1550.06,-37.765
1550.08,-37.766
1550.1,-37.768
1550.12,-37.77
1550.14,-37.774
1550.16,-37.778
1550.18,-37.781
1550.2,-37.784
1550.22,-37.788
1550.24,-37.791
1550.26,-37.795
1550.28,-37.799
1550.3,-37.803
1550.32,-37.804
1550.34,-37.809
1550.36,-37.812
1550.38,-37.815
1550.4,-37.816
1550.42,-37.82
1550.44,-37.822
1550.46,-37.823
1550.48,-37.827
1550.5,-37.831
1550.52,-37.835
1550.54,-37.838
1550.56,-37.842
1550.58,-37.844
1550.6,-37.848
1550.62,-37.849
1550.64,-37.851
1550.66,-37.852
1550.68,-37.855
1550.7,-37.858
1550.72,-37.861
1550.74,-37.865
1550.76,-37.867
1550.78,-37.87
1550.8,-37.87
1550.82,-37.873
1550.84,-37.876
1550.86,-37.878
1550.88,-37.881
1550.9,-37.883
1550.92,-37.886
1550.94,-37.888
1550.96,-37.89
1550.98,-37.891
1551,-37.893
1551.02,-37.894
1551.04,-37.896
1551.06,-37.9
1551.08,-37.901
1551.1,-37.904
1551.12,-37.907
1551.14,-37.908
1551.16,-37.912
1551.18,-37.913
1551.2,-37.916
1551.22,-37.922
1551.24,-37.924
1551.26,-37.931
1551.28,-37.932
1551.3,-37.936
1551.32,-37.939
1551.34,-37.944
1551.36,-37.948
1551.38,-37.951
1551.4,-37.957
1551.42,-37.958
1551.44,-37.96
1551.46,-37.962
1551.48,-37.964
1551.5,-37.967
1551.52,-37.97
1551.54,-37.972
1551.56,-37.976
1551.58,-37.978
1551.6,-37.981
1551.62,-37.985
1551.64,-37.988
1551.66,-37.987
1551.68,-37.991
1551.7,-37.993
1551.72,-37.996
1551.74,-37.999
1551.76,-38.001
1551.78,-38.005
1551.8,-38.004
1551.82,-38.008
1551.84,-38.01
1551.86,-38.011
1551.88,-38.012
1551.9,-38.013
1551.92,-38.016
1551.94,-38.015
1551.96,-38.017
1551.98,-38.018
1552,-38.02
1552.02,-38.023
1552.04,-38.023
1552.06,-38.027
1552.08,-38.03
1552.1,-38.03
1552.12,-38.032
1552.14,-38.035
1552.16,-38.037
1552.18,-38.038
1552.2,-38.038
1552.22,-38.039
1552.24,-38.041
1552.26,-38.043
1552.28,-38.045
1552.3,-38.048
1552.32,-38.051
1552.34,-38.053
1552.36,-38.053
1552.38,-38.056
1552.4,-38.057
1552.42,-38.06
1552.44,-38.061
1552.46,-38.062
1552.48,-38.063
1552.5,-38.066
1552.52,-38.069
1552.54,-38.067
1552.56,-38.07
1552.58,-38.072
1552.6,-38.072
1552.62,-38.072
1552.64,-38.074
1552.66,-38.074
1552.68,-38.076
1552.7,-38.078
1552.72,-38.079
1552.74,-38.081
1552.76,-38.082
1552.78,-38.08
1552.8,-38.079
1552.82,-38.079
1552.84,-38.079
1552.86,-38.078
1552.88,-38.077
1552.9,-38.079
1552.92,-38.078
1552.94,-38.078
1552.96,-38.079
1552.98,-38.079
1553,-38.081
1553.02,-38.083
1553.04,-38.082
1553.06,-38.084
1553.08,-38.085
1553.1,-38.083
1553.12,-38.082
1553.14,-38.083
1553.16,-38.085
1553.18,-38.086
1553.2,-38.087
1553.22,-38.085
1553.24,-38.085
1553.26,-38.086
1553.28,-38.089
1553.3,-38.085
1553.32,-38.086
1553.34,-38.087
1553.36,-38.086
1553.38,-38.087
1553.4,-38.089
1553.42,-38.088
1553.44,-38.09
1553.46,-38.092
1553.48,-38.093
1553.5,-38.091
1553.52,-38.091
1553.54,-38.092
1553.56,-38.093
1553.58,-38.094
1553.6,-38.095
1553.62,-38.094
1553.64,-38.097
1553.66,-38.095
1553.68,-38.098
1553.7,-38.099
1553.72,-38.099
1553.74,-38.1
1553.76,-38.1
1553.78,-38.102
1553.8,-38.103
1553.82,-38.104
1553.84,-38.104
1553.86,-38.105
1553.88,-38.107
1553.9,-38.112
1553.92,-38.111
1553.94,-38.109
1553.96,-38.11
1553.98,-38.112
1554,-38.112
1554.02,-38.114
1554.04,-38.115
1554.06,-38.117
1554.08,-38.119
1554.1,-38.121
1554.12,-38.123
1554.14,-38.124
1554.16,-38.126
1554.18,-38.128
1554.2,-38.13
1554.22,-38.132
1554.24,-38.134
1554.26,-38.136
1554.28,-38.136
1554.3,-38.133
1554.32,-38.136
1554.34,-38.139
1554.36,-38.141
1554.38,-38.14
1554.4,-38.139
1554.42,-38.141
1554.44,-38.143
1554.46,-38.145
1554.48,-38.144
1554.5,-38.145
1554.52,-38.147
1554.54,-38.147
1554.56,-38.147
1554.58,-38.147
1554.6,-38.15
1554.62,-38.151
1554.64,-38.15
1554.66,-38.147
1554.68,-38.149
1554.7,-38.152
1554.72,-38.151
1554.74,-38.153
1554.76,-38.157
1554.78,-38.157
1554.8,-38.158
1554.82,-38.16
1554.84,-38.161
1554.86,-38.163
1554.88,-38.164
1554.9,-38.166
1554.92,-38.168
1554.94,-38.17
1554.96,-38.172
1554.98,-38.175
1555,-38.177
1555.02,-38.179
1555.04,-38.18
1555.06,-38.183
1555.08,-38.183
1555.1,-38.184
1555.12,-38.187
1555.14,-38.19
1555.16,-38.191
1555.18,-38.193
1555.2,-38.193
1555.22,-38.194
1555.24,-38.196
1555.26,-38.198
1555.28,-38.197
1555.3,-38.197
1555.32,-38.2
1555.34,-38.201
1555.36,-38.202
1555.38,-38.202
1555.4,-38.202
1555.42,-38.203
1555.44,-38.205
1555.46,-38.204
1555.48,-38.206
1555.5,-38.206
1555.52,-38.208
1555.54,-38.211
1555.56,-38.212
1555.58,-38.213
1555.6,-38.215
1555.62,-38.216
1555.64,-38.219
1555.66,-38.222
1555.68,-38.223
